time,frequency,confidence
6.290,137.126,0.229540
6.300,134.106,0.275835
6.310,134.149,0.381933
6.320,132.961,0.344861
6.330,106.781,0.137049
6.340,140.296,0.312170
6.350,138.099,0.529108
6.360,136.548,0.697043
6.370,137.732,0.710110
6.380,139.741,0.486502
6.390,138.611,0.351855
6.400,141.546,0.238933
6.410,141.278,0.169943
6.420,141.567,0.305567
6.430,142.295,0.396170
6.440,140.013,0.279710
6.450,285.682,0.289646
6.460,138.826,0.300150
6.470,141.293,0.308865
6.480,38.019,0.125346
6.490,182.824,0.076881
6.500,119.509,0.191743
6.510,119.659,0.327638
6.520,119.827,0.283751
6.530,125.468,0.067954
6.540,32.346,0.123344
6.550,35.609,0.135199
6.560,34.766,0.017184
6.570,55.467,0.012966
6.580,166.614,0.115629
6.590,282.951,0.105167
6.600,34.985,0.454782
6.610,141.970,0.206317
6.620,138.466,0.234660
6.630,130.840,0.257982
6.640,126.063,0.276328
6.650,122.416,0.379852
6.660,237.298,0.555111
6.670,233.738,0.168238
6.680,228.170,0.441961
6.690,223.148,0.543054
6.700,112.848,0.125767
6.710,114.918,0.276978
6.720,235.567,0.187453
6.730,33.649,0.229294
6.740,33.707,0.180458
6.750,139.102,0.277117
6.760,242.739,0.141780
6.770,228.397,0.210133
6.780,233.105,0.420623
6.790,231.631,0.353989
6.800,237.487,0.491752
6.810,241.898,0.171126
6.820,34.786,0.302551
6.830,1754.392,0.253299
6.840,35.018,0.260582
6.850,218.409,0.131739
6.860,248.642,0.052104
6.870,155.595,0.089590
6.880,35.278,0.059527
6.890,51.491,0.050465
6.900,149.205,0.104964
6.910,287.834,0.279306
6.920,288.533,0.329858
6.930,36.505,0.357532
6.940,36.508,0.618526
6.950,39.782,0.068656
6.960,268.910,0.376581
6.970,268.647,0.329151
6.980,247.936,0.295023
6.990,247.184,0.380366
7.000,251.378,0.420887
7.010,245.720,0.418314
7.020,246.059,0.583031
7.030,241.193,0.758349
7.040,239.091,0.698621
7.050,286.076,0.174094
7.060,247.026,0.435423
7.070,244.154,0.650588
7.080,245.683,0.162608
7.090,34.366,0.163743
7.100,35.546,0.125885
7.110,120.610,0.509034
7.120,120.460,0.706685
7.130,121.078,0.872484
7.140,122.079,0.901948
7.150,123.584,0.904584
7.160,124.495,0.887580
7.170,125.513,0.892230
7.180,127.272,0.759257
7.190,130.610,0.849507
7.200,131.231,0.930570
7.210,130.022,0.861873
7.220,126.781,0.797678
7.230,124.441,0.789467
7.240,121.358,0.748847
7.250,116.956,0.468829
7.260,110.510,0.714108
7.270,107.470,0.724626
7.280,104.726,0.737913
7.290,102.861,0.753547
7.300,101.997,0.666718
7.310,101.086,0.385908
7.320,102.815,0.080762
7.330,53.560,0.215548
7.340,54.244,0.113141
7.350,137.221,0.147132
7.360,139.937,0.077803
7.370,142.583,0.069299
7.380,39.819,0.030682
7.390,39.684,0.087416
7.400,32.866,0.308766
7.410,32.867,0.193226
7.420,51.712,0.764075
7.430,51.808,0.532294
7.440,53.050,0.475778
7.450,107.895,0.618942
7.460,109.961,0.863111
7.470,111.034,0.871272
7.480,112.404,0.793070
7.490,112.804,0.647340
7.500,112.459,0.583997
7.510,112.340,0.404253
7.520,136.090,0.160029
7.530,119.729,0.269682
7.540,111.093,0.159778
7.550,118.447,0.201803
7.560,122.838,0.263947
7.570,123.877,0.116185
7.580,132.618,0.081899
7.590,134.778,0.072590
7.600,138.656,0.101101
7.610,167.880,0.165620
7.620,153.889,0.086655
7.630,147.893,0.066556
7.640,164.925,0.495659
7.650,165.708,0.627292
7.660,164.015,0.798463
7.670,162.841,0.878385
7.680,161.034,0.829475
7.690,156.186,0.833756
7.700,151.366,0.707738
7.710,146.307,0.755713
7.720,140.758,0.739381
7.730,137.462,0.748154
7.740,134.743,0.673857
7.750,133.047,0.338727
7.760,115.432,0.268899
7.770,107.185,0.703408
7.780,106.636,0.719334
7.790,108.715,0.624487
7.800,109.942,0.579614
7.810,110.267,0.569291
7.820,109.910,0.482027
7.830,108.277,0.205839
7.840,32.126,0.057965
7.850,36.302,0.224291
7.860,144.000,0.310563
7.870,143.891,0.525843
7.880,147.480,0.082774
7.890,32.150,0.210509
7.900,32.181,0.230418
7.910,32.267,0.130965
7.920,48.660,0.381961
7.930,47.688,0.646108
7.940,46.343,0.788071
7.950,46.021,0.814918
7.960,45.909,0.296609
7.970,32.976,0.699967
7.980,32.884,0.731131
7.990,32.577,0.247558
8.000,56.383,0.093741
8.010,34.381,0.224898
8.020,34.401,0.023452
8.030,92.611,0.250151
8.040,98.880,0.570131
8.050,99.910,0.765846
8.060,100.093,0.636433
8.070,104.875,0.282596
8.080,110.841,0.139066
8.090,123.531,0.558309
8.100,123.410,0.847549
8.110,124.215,0.680343
8.120,130.169,0.227744
8.130,135.209,0.072015
8.140,145.445,0.046055
8.150,150.521,0.205143
8.160,150.182,0.268894
8.170,150.970,0.109335
8.180,218.121,0.064737
8.190,310.275,0.099112
8.200,223.904,0.163957
8.210,315.618,0.409422
8.220,315.671,0.249271
8.230,319.006,0.132022
8.240,318.593,0.148391
8.250,34.446,0.186471
8.260,304.752,0.099415
8.270,298.354,0.140345
8.280,145.259,0.160523
8.290,279.052,0.119116
8.300,284.534,0.154004
8.310,253.469,0.358601
8.320,250.572,0.404883
8.330,246.365,0.434238
8.340,244.858,0.510032
8.350,245.691,0.585272
8.360,246.418,0.444587
8.370,246.015,0.317691
8.380,242.213,0.484556
8.390,243.416,0.339573
8.400,241.864,0.371040
8.410,241.210,0.188142
8.420,122.744,0.332641
8.430,123.629,0.446263
8.440,127.827,0.240794
8.450,284.174,0.213061
8.460,278.741,0.194400
8.470,275.354,0.304711
8.480,139.353,0.157556
8.490,284.442,0.089898
8.500,230.169,0.307025
8.510,32.250,0.045638
8.520,263.707,0.476428
8.530,45.403,0.110917
8.540,45.599,0.131523
8.550,45.882,0.116317
8.560,270.799,0.150273
8.570,161.232,0.154462
8.580,160.702,0.501933
8.590,140.475,0.390626
8.600,139.427,0.602053
8.610,141.697,0.757675
8.620,142.309,0.898844
8.630,141.648,0.873766
8.640,140.109,0.826109
8.650,138.389,0.833027
8.660,137.833,0.843983
8.670,138.195,0.860875
8.680,138.014,0.886338
8.690,135.979,0.825421
8.700,132.407,0.733395
8.710,125.584,0.512804
8.720,117.197,0.603007
8.730,112.160,0.658209
8.740,108.885,0.785581
8.750,106.475,0.756330
8.760,104.500,0.797947
8.770,103.383,0.830279
8.780,103.013,0.883116
8.790,103.302,0.897505
8.800,103.461,0.892226
8.810,103.456,0.870612
8.820,103.711,0.792444
8.830,103.230,0.612545
8.840,101.871,0.412725
8.850,102.799,0.196973
8.860,134.710,0.268058
8.870,137.324,0.223103
8.880,139.029,0.372475
8.890,139.406,0.115315
8.900,138.944,0.004945
8.910,978.679,0.006045
8.920,977.898,0.009591
8.930,975.695,0.011097
8.940,977.244,0.012192
8.950,978.704,0.008254
8.960,1075.204,0.034021
8.970,161.023,0.437575
8.980,152.182,0.589100
8.990,150.556,0.743262
9.000,148.715,0.752548
9.010,146.166,0.669033
9.020,139.378,0.638591
9.030,134.987,0.769651
9.040,130.363,0.718622
9.050,125.348,0.856085
9.060,122.855,0.871915
9.070,120.144,0.834119
9.080,117.356,0.805885
9.090,115.087,0.848083
9.100,113.476,0.822763
9.110,112.597,0.852958
9.120,112.835,0.846633
9.130,113.777,0.853670
9.140,115.151,0.890181
9.150,116.517,0.887572
9.160,117.826,0.865502
9.170,119.856,0.859137
9.180,122.289,0.865072
9.190,124.359,0.884499
9.200,126.078,0.844342
9.210,129.092,0.804802
9.220,131.677,0.876561
9.230,134.871,0.842114
9.240,137.798,0.793071
9.250,140.132,0.851096
9.260,140.793,0.818332
9.270,140.107,0.760736
9.280,140.862,0.656223
9.290,144.576,0.797468
9.300,145.247,0.924638
9.310,143.655,0.888394
9.320,141.037,0.831697
9.330,137.689,0.855592
9.340,134.448,0.840043
